unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
29,scene,alley-s,0.048041684,yellow-c,34166024,3696612,276315,0.007351478,building,35246027,1791362,749651,0.020658521,balcony,317196,572458,8468,0.009609776,painted,13470129,996910,142331,0.009936049,alley-s,1091328,1332827,111122,0.048041684,,24924928,127588,119653,0.004799008
30,object,house,0.0921798,grey-c,159331282,3732515,935372,0.005769328,house,1833277,2978853,406143,0.0921798,balcony,317196,1420550,46101,0.027252172,brick,422313,397977,7657,0.009422458,house-s,689920,2057647,138789,0.053200771,,24924928,116877,106465,0.004269643
31,scene,balcony-interior-s,0.091822634,white-c,72511065,3731447,499854,0.006599372,table,4805122,2064535,188616,0.028231529,top,381885,1092113,25191,0.017387409,glass,2246777,1410724,74502,0.020793196,balcony-interior-s,464128,843477,109970,0.091822634,,24924928,133843,124488,0.004992644
32,object,pool table,0.081175039,orange-c,30348501,3661787,242672,0.00718653,pool table,435101,1212573,123708,0.081175039,body,1291612,818027,22829,0.010939664,granite,1315719,1671495,35472,0.01201731,poolroom-home-s,1317120,661550,121508,0.06542671,,24924928,82646,71786,0.002878834
33,color,red-c,0.048325542,red-c,21004512,3655603,1136778,0.048325542,bus,1628191,2265276,63160,0.01648954,body,1291612,1006251,22494,0.009885869,fabric,8548746,796500,82897,0.008949889,bullring-s,137984,1118142,33929,0.027760664,zigzagged,1618176,398432,30266,0.015237054
34,scene,badlands-s,0.076029694,green-c,63326720,3755441,591488,0.008895804,mountain,5469345,3123897,311202,0.037575525,head,4946761,843240,36885,0.006411308,ceramic,679072,143674,3407,0.00415823,badlands-s,313600,1510577,128892,0.076029694,stratified,1568000,581960,43261,0.02053497
35,object,bed,0.02609483,red-c,21004512,3717647,170464,0.006943064,bed,5899566,1264506,182191,0.02609483,headboard,500152,773193,17146,0.013649111,fabric,8548746,1874296,111078,0.01077176,childs_room-s,965888,1061788,48950,0.02473814,chequered,1530368,23184,6024,0.00389266
36,part,wheel,0.032214891,green-c,63326720,3718543,550970,0.008285974,motorbike,1440771,3520541,129073,0.026710806,wheel,1513439,1740444,101552,0.032214891,food,1104928,136605,1189,0.000958605,beach-s,990976,1190871,57412,0.027024597,potholed,1580544,320336,38930,0.020908188
37,object,boat,0.131958056,black-c,139916835,3752638,827376,0.005792242,boat,1245134,2389186,423671,0.131958056,body,1291612,781341,52844,0.026158984,metal,3462561,831672,36061,0.008468657,harbor-s,301056,695725,30937,0.032031053,,24924928,430908,416367,0.016695103
38,object,dog,0.028990776,pink-c,18491188,3626312,123409,0.005611007,dog,3793935,1428293,147131,0.028990776,head,4946761,1045427,151732,0.025979478,fabric,8548746,1111978,87594,0.009149985,airplane_cabin-s,275968,444504,20082,0.028672597,freckled,1555456,232077,32490,0.018512367
39,object,airplane,0.061126009,blue-c,61494563,3679649,756098,0.011737351,airplane,1293178,3138202,255269,0.061126009,body,1291612,1962676,133774,0.04286922,ceramic,679072,104628,3279,0.004201578,lighthouse-s,589568,819660,53646,0.039574146,dotted,2935296,366687,57468,0.017712355
40,object,bed,0.060036342,pink-c,18491188,3657118,179190,0.00815645,bed,5899566,2626919,482907,0.060036342,headboard,500152,1369639,39913,0.021811837,fabric,8548746,729762,148679,0.016284971,bedroom-s,19167232,2194588,697894,0.033773543,,24924928,59611,53268,0.002136594
41,scene,cockpit-s,0.100467902,black-c,139916835,3684957,1365330,0.009599015,pool table,435101,1990791,136196,0.059482132,coach,689166,809300,22247,0.015070257,wood,9793596,905481,67117,0.006312759,cockpit-s,539392,1196091,158442,0.100467902,studded,1593088,245202,24689,0.013613248
42,scene,butchers_shop-s,0.085229133,pink-c,18491188,3807012,551893,0.0253787,dog,3793935,1495233,94036,0.018100791,muzzle,666221,802910,23854,0.016504795,food,1104928,1282180,87388,0.037999409,butchers_shop-s,137984,664098,62992,0.085229133,crystalline,1530368,723211,86686,0.040004744
43,object,bed,0.154191063,pink-c,18491188,3816721,148171,0.006686496,bed,5899566,1607879,1002937,0.154191063,headboard,500152,1182760,124140,0.079639614,fabric,8548746,1634252,376859,0.038430926,bedroom-s,19167232,1562701,1293746,0.066563776,gauzy,1630720,2453,731,0.000447795
44,scene,playground-s,0.119458541,blue-c,61494563,3723895,805624,0.012507197,person,14523849,2463139,477208,0.028904564,leg,2786636,1416105,87957,0.021375849,plastic-opaque,577397,793149,12897,0.00949951,playground-s,439040,871912,139893,0.119458541,freckled,1555456,268248,13013,0.007186759
45,object,washer,0.040762081,black-c,139916835,3689084,931551,0.006529211,washer,211900,1457294,65375,0.040762081,water tank,81859,376208,4299,0.009474004,carpet,4405463,853493,33832,0.00647487,crevasse-s,150528,863167,36424,0.037271136,stratified,1568000,688265,53788,0.024421594
46,object,house,0.154193934,green-c,63326720,3823776,388019,0.005811932,house,1833277,3427442,702803,0.154193934,roof,443437,1478047,195520,0.113281621,wallpaper,479323,128201,863,0.001422541,house-s,689920,2219552,139162,0.050233367,zigzagged,1618176,360074,27184,0.013932896
47,scene,poolroom-home-s,0.095500926,blue-c,61494563,3731395,436481,0.006736912,pool table,435101,2630204,228872,0.080690078,body,1291612,1229335,94797,0.039073017,glass,2246777,480469,16743,0.006177082,poolroom-home-s,1317120,1539804,249054,0.095500926,studded,1593088,419235,36731,0.018592402
48,object,road,0.037964565,green-c,63326720,3738909,606291,0.009122736,road,12902886,3474641,599024,0.037964565,crosswalk,241792,1472016,48295,0.028997072,foliage,30325,100650,419,0.003209351,street-s,28111104,2341959,1096373,0.037346615,meshed,1756160,314012,23004,0.011236987
49,object,sink,0.067544982,grey-c,159331282,3702624,1093345,0.00675152,sink,489770,1144762,103419,0.067544982,water tank,81859,852038,23358,0.025652937,granite,1315719,1235448,43732,0.017440931,bathroom-s,9257472,998566,594690,0.061553522,cobwebbed,1505280,81340,23179,0.014825631
50,scene,conference_room-s,0.059918307,orange-c,30348501,3729866,288569,0.008540122,table,4805122,1642537,238416,0.038396951,top,381885,685003,19056,0.018186121,food,1104928,1724130,43464,0.015603135,conference_room-s,2308096,1008930,187515,0.059918307,waffled,1555456,220637,14470,0.008214016
51,scene,cemetery-s,0.076156101,green-c,63326720,3594960,443343,0.006668985,tvmonitor,1019561,2250626,83086,0.026069459,screen,677188,981446,57085,0.035643618,food,1104928,516191,15646,0.009745415,cemetery-s,250880,936372,84018,0.076156101,interlaced,1630720,497637,63738,0.030871555
52,scene,reception-s,0.102057897,brown-c,182265724,3724265,958628,0.005180895,counter,599104,1573538,103460,0.050000435,screen,677188,854216,26655,0.017713918,glass,2246777,1608817,29573,0.00772944,reception-s,790272,870181,153769,0.102057897,,24924928,124419,119590,0.004797078
53,texture,cracked,0.054828563,green-c,63326720,3741273,693841,0.010453482,bird,1030707,1852699,85881,0.030698921,wing,323329,693199,24361,0.024553326,fur,103280,33135,770,0.005676582,forest-broadleaf-s,1216768,770370,95504,0.050487568,cracked,1593088,1948193,184071,0.054828563
54,texture,lined,0.096324907,orange-c,30348501,3810142,228901,0.006746323,bench,486371,1824670,50049,0.022135859,roof,443437,714912,8094,0.007036701,wood,9793596,648569,154327,0.015000917,sauna-s,238336,735104,61380,0.067298204,lined,1568000,1064605,231305,0.096324907
55,scene,airport_terminal-s,0.097279154,black-c,139916835,3811857,890791,0.006236377,person,14523849,1905855,265437,0.016421221,coach,689166,862224,21878,0.014303909,glass,2246777,954866,19029,0.005979047,airport_terminal-s,1480192,1116405,230201,0.097279154,,24924928,238504,233220,0.009354914
56,scene,kasbah-s,0.061255153,brown-c,182265724,3727148,1320280,0.007149301,building,35246027,2779938,837271,0.022514128,roof,443437,639212,7942,0.007389921,brick,422313,295294,8481,0.011959793,kasbah-s,188160,1672302,107385,0.061255153,interlaced,1630720,766318,43583,0.018518731
57,scene,dining_room-s,0.037091718,orange-c,30348501,3698524,515224,0.015365235,table,4805122,1662578,179882,0.028608016,headboard,500152,1021728,35450,0.023849088,fabric,8548746,1681212,83070,0.008186747,dining_room-s,5694976,1271251,249148,0.037091718,,24924928,38358,37826,0.001517565
58,texture,porous,0.073010643,grey-c,159331282,3690598,1034568,0.006386722,earth,4188226,1706733,138540,0.024067046,pot,422616,814010,13440,0.010987699,granite,1315719,483232,26310,0.014842261,excavation-s,150528,686759,51253,0.065204559,porous,1856512,1330159,216830,0.073010643
59,scene,gas_station-s,0.032671167,grey-c,159331282,3625159,833956,0.005143987,door,5745972,1505357,140228,0.019719591,coach,689166,552331,14080,0.011471244,metal,3462561,1014688,37194,0.008376923,gas_station-s,301056,928844,38911,0.032671167,spiralled,1605632,242200,44571,0.024716888
60,object,airplane,0.149681918,blue-c,61494563,3815283,450381,0.006943952,airplane,1293178,2875510,542739,0.149681918,body,1291612,2070827,300133,0.098008821,metal,3462561,576445,34697,0.008664916,galley-s,401408,679222,51190,0.049726065,,24924928,212903,182104,0.007297083
61,scene,locker_room-s,0.047497735,yellow-c,34166024,3746123,273968,0.007278992,mirror,1552766,1334857,62565,0.022146448,door frame,221497,584778,7835,0.009812885,tile,3959469,1035552,36010,0.007261529,locker_room-s,200704,908241,50284,0.047497735,,24924928,125759,101612,0.004072776
62,object,airplane,0.10262794,blue-c,61494563,3749662,768872,0.011925053,airplane,1293178,3065658,405702,0.10262794,body,1291612,1730592,201850,0.07156903,fabric,8548746,341805,39818,0.004498836,heliport-s,125440,909581,37806,0.037911584,potholed,1580544,344846,55542,0.029704019
63,object,dog,0.069070284,green-c,63326720,3839857,1180084,0.017883721,dog,3793935,3658369,481477,0.069070284,head,4946761,2296983,431122,0.06328283,fur,103280,153988,2114,0.008285192,marsh-s,188160,731712,47460,0.054400902,matted,1593088,271584,37357,0.020443656
64,scene,boxing_ring-s,0.045006696,pink-c,18491188,3789002,302059,0.013743616,person,14523849,1970081,561533,0.035244728,arm,2299112,1335083,126393,0.036031965,skin,177664,983488,31448,0.02783738,boxing_ring-s,150528,618854,33136,0.045006696,pleated,1505280,378855,35330,0.019109641
65,scene,poolroom-home-s,0.114244569,red-c,21004512,3752283,192839,0.007850486,pool table,435101,2535471,230083,0.083956914,wheel,1513439,1310584,30073,0.010763614,glass,2246777,835806,23510,0.007685335,poolroom-home-s,1317120,1434283,282104,0.114244569,,24924928,217068,203114,0.008144471
66,object,fence,0.025577743,green-c,63326720,3727115,501116,0.00752961,fence,2236367,3038607,131557,0.025577743,coach,689166,1093512,42472,0.024406306,ceramic,679072,332887,5788,0.005752501,hospital-s,175616,1613231,44552,0.025541551,,24924928,334811,282297,0.011302078
67,scene,bus_interior-s,0.071262023,blue-c,61494563,3599767,349723,0.005401577,bed,5899566,1439496,202277,0.028342874,headboard,500152,807385,23918,0.018633255,fabric,8548746,1515889,136211,0.013719297,bus_interior-s,351232,882819,82091,0.071262023,,24924928,77248,66622,0.002671767
68,scene,park-s,0.07066967,green-c,63326720,3752460,679197,0.010228873,earth,4188226,3588530,227746,0.030168989,roof,443437,1313651,9658,0.005526974,carpet,4405463,167283,4979,0.001090029,park-s,1179136,1868628,201168,0.07066967,,24924928,266400,247405,0.009918448
69,scene,classroom-s,0.165290297,pink-c,18491188,3760882,177713,0.008050654,person,14523849,1956786,657690,0.041565587,hair,1159565,1285925,168240,0.073878582,fabric,8548746,1159327,37162,0.003842658,classroom-s,639744,989474,231096,0.165290297,,24924928,180625,171614,0.006882747
70,scene,shed-s,0.041561155,black-c,139916835,3561782,766343,0.005369846,tvmonitor,1019561,1762956,60193,0.022110888,screen,677188,911933,38008,0.024503695,metal,3462561,984591,65312,0.014905154,shed-s,137984,809269,37798,0.041561155,freckled,1555456,154111,8077,0.004747016
71,texture,paisley,0.096773484,pink-c,18491188,3797014,288676,0.013121919,bed,5899566,721934,176258,0.027346995,headboard,500152,382585,14145,0.016284976,fabric,8548746,579475,134347,0.014937612,ball_pit-s,275968,480685,23838,0.032529356,paisley,1555456,2235150,334463,0.096773484
72,scene,lobby-s,0.02929655,black-c,139916835,3695615,829346,0.005808432,building,35246027,2608147,1020513,0.027705989,balcony,317196,952749,24779,0.019900158,granite,1315719,731241,17971,0.00885712,lobby-s,815360,2023725,80808,0.02929655,,24924928,173773,170838,0.006853295
73,object,bird,0.070907732,green-c,63326720,3705970,451323,0.006778518,bird,1030707,2237350,216387,0.070907732,wing,323329,1565769,41585,0.022508637,food,1104928,723419,32641,0.018177252,marsh-s,188160,355925,24202,0.046552782,swirly,1605632,691816,83705,0.037811526
74,object,cat,0.148976241,grey-c,159331282,3841031,1016301,0.006267427,cat,4163987,3538883,998754,0.148976241,head,4946761,3208422,976478,0.136024255,fur,103280,425744,11933,0.023077176,train_station-outdoor-s,137984,214497,6057,0.017484354,matted,1593088,199253,26648,0.015092091
75,scene,abbey-s,0.03974516,green-c,63326720,3800221,806776,0.012164867,building,35246027,3318016,1085257,0.028956568,column,193649,868422,21126,0.02029502,concrete,382930,158576,8099,0.015183528,abbey-s,401408,2243084,101088,0.03974516,crosshatched,1743616,289103,19833,0.009853017
76,object,cat,0.065798864,grey-c,159331282,3735005,1066461,0.0065831,cat,4163987,2914465,437000,0.065798864,head,4946761,1657134,325455,0.051836921,fur,103280,337808,5789,0.013298905,jail_cell-s,238336,843838,48746,0.047169227,grid,1682240,363990,47350,0.023688265
77,scene,car_interior-backseat-s,0.100330357,black-c,139916835,3721732,990117,0.006940959,car,5354795,1300698,262847,0.04111709,body,1291612,803097,73754,0.036494628,metal,3462561,476222,38473,0.009864088,car_interior-backseat-s,163072,335206,45434,0.100330357,studded,1593088,1320616,115992,0.041459593
78,object,train,0.089187532,black-c,139916835,3745646,1025433,0.007189107,train,1646804,2887463,371286,0.089187532,head,4946761,1187887,320487,0.055121797,concrete,382930,256126,2330,0.003659345,harbor-s,301056,917715,39384,0.033393619,cobwebbed,1505280,582295,30168,0.014663117
79,object,plant,0.073851805,green-c,63326720,3744384,1594518,0.024352491,plant,3760075,3280949,484231,0.073851805,pot,422616,791146,28743,0.024255307,foliage,30325,203538,4288,0.018677992,topiary_garden-s,137984,1830284,83981,0.044569113,frilly,1618176,381663,18790,0.009484874
80,scene,supermarket-s,0.087788886,yellow-c,34166024,3694782,265080,0.007050801,shelf,1919975,1482140,104652,0.031737126,body,1291612,653003,17288,0.008969936,metal,3462561,1339372,43909,0.009228411,supermarket-s,388864,600889,79877,0.087788886,,24924928,575548,256543,0.010162561
81,scene,highway-s,0.080973241,blue-c,61494563,3757539,761302,0.011804816,airplane,1293178,3627847,195654,0.041405003,body,1291612,1311842,126411,0.051033026,rubber,28056,54345,408,0.004976035,highway-s,4076800,1724044,434528,0.080973241,,24924928,257669,241758,0.009693259
82,scene,gazebo-exterior-s,0.0625168,red-c,21004512,3744552,227691,0.00928541,canopy,175575,2494712,52796,0.020170461,roof,443437,740519,36638,0.031933605,wallpaper,479323,622323,14138,0.013000364,gazebo-exterior-s,363776,1549396,112568,0.0625168,zigzagged,1618176,495164,34349,0.016521957
83,part,screen,0.049404705,black-c,139916835,3632867,1923831,0.013583895,tvmonitor,1019561,1991344,88387,0.030243441,screen,677188,777501,68485,0.049404705,glass,2246777,741436,48838,0.016615097,television_studio-s,200704,891923,25003,0.023419294,grid,1682240,466086,41179,0.019542538
84,scene,bakery-shop-s,0.04937619,brown-c,182265724,3703358,1049717,0.00567662,case,608750,1146316,68367,0.040533017,screen,677188,448662,20911,0.018925027,metal,3462561,1870300,96291,0.018388182,bakery-shop-s,715008,646821,64078,0.04937619,,24924928,150124,140352,0.005628782
85,scene,rope_bridge-s,0.025326813,grey-c,159331282,3707213,868251,0.005353948,boat,1245134,1275338,50669,0.020515401,stern,184796,398531,11226,0.019622409,tile,3959469,828096,25999,0.005460178,rope_bridge-s,188160,566216,18634,0.025326813,cobwebbed,1505280,470556,34035,0.017527543
86,object,house,0.038094717,black-c,139916835,3745164,793199,0.00555194,house,1833277,2418324,156020,0.038094717,balcony,317196,719466,37273,0.037295788,glass,2246777,644034,14134,0.004913308,warehouse-indoor-s,715008,1721951,80557,0.034186442,grid,1682240,306245,54912,0.028399238
87,object,person,0.068487206,pink-c,18491188,3679442,326274,0.014936307,person,14523849,2769282,1108444,0.068487206,head,4946761,1816803,288663,0.04458184,fabric,8548746,400494,31551,0.003538024,industrial_park-s,137984,915406,24059,0.023373434,lined,1568000,590356,97013,0.047063007
88,scene,alley-s,0.076757568,grey-c,159331282,3758505,1017165,0.006275983,sidewalk,4001057,2594209,185883,0.0290017,coach,689166,655353,26124,0.019815002,carpet,4405463,793578,66496,0.012955756,alley-s,1091328,1709635,199669,0.076757568,potholed,1580544,273295,70770,0.039689995
89,scene,fountain-s,0.061974858,grey-c,159331282,3759448,873962,0.005387618,fountain,145557,2193757,85957,0.038146197,head,4946761,799455,56080,0.009855652,glass,2246777,837223,28276,0.009253454,fountain-s,188160,1078913,73944,0.061974858,crystalline,1530368,410210,27209,0.014220467
90,object,mountain,0.092775295,blue-c,61494563,3739923,819758,0.012726251,mountain,5469345,3432184,755729,0.092775295,balcony,317196,823033,22327,0.019972234,food,1104928,209688,12930,0.009933271,mountain-s,1166592,2325310,191143,0.057908802,,24924928,266897,214340,0.008581328
91,scene,carrousel-s,0.037573966,green-c,63326720,3703000,414453,0.006221592,fence,2236367,3086515,145897,0.028181847,coach,689166,1000362,60695,0.037262875,metal,3462561,266287,8842,0.002376878,carrousel-s,200704,1489449,61206,0.037573966,,24924928,512660,343535,0.013689897
92,object,grass,0.057977196,green-c,63326720,3775072,776444,0.011706595,grass,12961339,2836185,865705,0.057977196,muzzle,666221,1750750,75963,0.032448843,food,1104928,523018,33962,0.021306362,pasture-s,852992,805813,66183,0.041556,porous,1856512,460101,42502,0.018689501
93,scene,highway-s,0.049695354,blue-c,61494563,3721549,409747,0.006322635,bus,1628191,3012458,182336,0.040897981,muzzle,666221,1241792,41599,0.022288195,fabric,8548746,449317,46404,0.005183844,highway-s,4076800,1847436,280469,0.049695354,polka-dotted,1705984,128329,9174,0.005026466
94,object,tree,0.052969638,green-c,63326720,3777276,1254643,0.019053232,tree,21215516,3474952,1242054,0.052969638,roof,443437,1287135,32241,0.018983932,concrete,382930,114307,779,0.001569116,gazebo-exterior-s,363776,1427471,47467,0.02722075,potholed,1580544,322240,25633,0.013655268
95,object,plant,0.021775743,green-c,63326720,3710398,921991,0.013945235,plant,3760075,1647902,115253,0.021775743,water tank,81859,424856,8135,0.016316338,tile,3959469,663161,27188,0.005916297,rope_bridge-s,188160,946033,19088,0.017117671,veined,1806336,762646,51334,0.020389665
96,scene,sandbox-s,0.096570956,yellow-c,34166024,3750649,243362,0.006459799,pool table,435101,616427,18297,0.017708528,hair,1159565,557966,29730,0.017614636,metal,3462561,2272699,108360,0.019257495,sandbox-s,200704,167757,32449,0.096570956,spiralled,1605632,59500,6090,0.003670793
97,object,court,0.047440086,green-c,63326720,3707675,489341,0.007353529,court,244272,2571800,127544,0.047440086,head,4946761,676866,39304,0.007038275,granite,1315719,523332,16971,0.009314081,volleyball_court-outdoor-s,137984,1420764,70545,0.047402807,,24924928,580619,435726,0.017380499
98,scene,carrousel-s,0.121398416,orange-c,30348501,3680455,242278,0.007170814,carousel,134810,2126151,86517,0.039788102,hair,1159565,1074007,32817,0.014911701,metal,3462561,896029,22929,0.005288467,carrousel-s,200704,872952,116230,0.121398416,spiralled,1605632,325052,29890,0.015725008
99,texture,interlaced,0.079571031,yellow-c,34166024,3689974,204845,0.005440604,controls,151446,1484641,35945,0.022463631,body,1291612,397189,45856,0.027910855,metal,3462561,514259,27423,0.006943592,cockpit-s,539392,901729,95962,0.071338779,interlaced,1630720,817393,180441,0.079571031
100,scene,arch-s,0.030084363,yellow-c,34166024,3730365,202543,0.00537337,rock,1936429,2093016,64466,0.01625885,head,4946761,719979,106477,0.019149634,food,1104928,686306,48191,0.027647625,arch-s,175616,944541,32715,0.030084363,potholed,1580544,544020,34722,0.016614653
101,scene,bathroom-s,0.063739208,yellow-c,34166024,3730907,246957,0.006559287,sink,489770,1233207,81010,0.049337167,head,4946761,954050,82009,0.014093795,ceramic,679072,870018,18856,0.012322298,bathroom-s,9257472,736160,598818,0.063739208,freckled,1555456,53825,9867,0.006169134
102,object,cat,0.052271345,brown-c,182265724,3691211,1441666,0.007813261,cat,4163987,1534881,283090,0.052271345,head,4946761,1104448,173484,0.029515501,tile,3959469,818104,39619,0.008362048,bathroom-s,9257472,698785,357039,0.037194592,gauzy,1630720,83274,9964,0.005847315
103,scene,corridor-s,0.0694783,yellow-c,34166024,3720144,220419,0.005851974,train,1646804,2097347,178325,0.050009451,coach,689166,858400,99140,0.068446714,glass,2246777,1079221,48125,0.014681777,corridor-s,1530368,1280206,182588,0.0694783,,24924928,131987,125211,0.00502216
104,object,bus,0.11752506,red-c,21004512,3754715,178764,0.007272605,bus,1628191,2773510,462907,0.11752506,wheel,1513439,1815036,61800,0.018918319,concrete,382930,428878,3420,0.004230642,nursery-s,827904,1062474,160066,0.092507016,,24924928,126429,111333,0.004464029
105,object,sea,0.117349306,blue-c,61494563,3806106,1101555,0.017158414,sea,2272224,3399507,595672,0.117349306,wave,42267,545947,5550,0.009525215,fabric,8548746,95296,8508,0.000985231,coast-s,1103872,1556863,258906,0.107795351,potholed,1580544,651183,73111,0.033869387
106,object,rock,0.04797706,green-c,63326720,3738434,902056,0.013633823,rock,1936429,3051400,228346,0.04797706,leg,2786636,827024,17077,0.004748118,foliage,30325,231331,2816,0.010879308,creek-s,577024,1565039,90729,0.044229267,potholed,1580544,496123,51179,0.025267491
107,scene,bullring-s,0.059715596,green-c,63326720,3767570,618149,0.00929881,fence,2236367,2870731,155182,0.031337769,leg,2786636,1296914,48836,0.012103956,food,1104928,286968,3534,0.002545446,bullring-s,137984,1040655,66417,0.059715596,honeycombed,1555456,816757,65546,0.028415892
108,scene,playroom-s,0.057901439,red-c,21004512,3658425,404049,0.01665571,arcade machine,232378,2103427,69203,0.030531606,body,1291612,903493,27615,0.012740543,paper,471596,985156,10810,0.007476095,playroom-s,514304,1182060,92846,0.057901439,dotted,2935296,173807,35212,0.011455188
109,scene,fairway-s,0.047331446,green-c,63326720,3761030,1659942,0.025370589,pool table,435101,2710098,122521,0.040533924,leg,2786636,801748,16436,0.004601411,plastic-opaque,577397,431923,7079,0.007063171,fairway-s,288512,1454081,78752,0.047331446,veined,1806336,648276,37912,0.015687508
110,scene,art_gallery-s,0.233434052,pink-c,18491188,3767558,188381,0.008535473,painting,2207098,1700153,340576,0.095488375,screen,677188,654958,53159,0.041563362,glass,2246777,576750,40948,0.014715845,art_gallery-s,953344,1012592,372064,0.233434052,paisley,1555456,1159978,220304,0.088293596
111,object,pottedplant,0.062014015,green-c,63326720,3669107,571433,0.008602758,pottedplant,925877,1832766,161085,0.062014015,pot,422616,1047622,63762,0.045334581,food,1104928,780192,12135,0.006478963,greenhouse-indoor-s,363776,586352,44391,0.049010916,knitted,1856512,746379,53114,0.020830841
112,scene,field-cultivated-s,0.046662503,green-c,63326720,3755617,867877,0.013107062,bus,1628191,2876810,187538,0.043437083,head,4946761,1400655,140744,0.022676243,leather,470954,544414,4241,0.00419433,field-cultivated-s,639744,1163465,80391,0.046662503,veined,1806336,332832,30890,0.014651768
113,scene,conference_room-s,0.129536804,orange-c,30348501,3805864,319375,0.009439193,table,4805122,1887686,567147,0.092585437,top,381885,882123,88393,0.075188731,wood,9793596,1788516,137029,0.01197274,conference_room-s,2308096,1500832,436813,0.129536804,sprinkled,1718528,15684,1473,0.000850099
114,scene,bowling_alley-s,0.066082738,black-c,139916835,3681322,926409,0.00649329,track,493725,1956329,48112,0.020030459,coach,689166,626606,20463,0.015797775,metal,3462561,930956,68263,0.015782426,bowling_alley-s,301056,997630,80501,0.066082738,,24924928,327271,192012,0.007662034
115,object,airplane,0.145630475,blue-c,61494563,3809734,636510,0.009842768,airplane,1293178,3116301,560525,0.145630475,body,1291612,2366244,300762,0.089589985,paper,471596,551336,6952,0.006842654,conference_room-s,2308096,907367,188643,0.062323825,,24924928,105760,100332,0.004024491
116,texture,striped,0.047667591,green-c,63326720,3748307,482550,0.007246314,bird,1030707,1806614,74512,0.026969653,head,4946761,1067396,111394,0.018871501,carpet,4405463,250489,13753,0.002962605,junkyard-s,125440,406800,17134,0.033263057,striped,2433536,1804776,192838,0.047667591
117,scene,roundabout-s,0.038140888,green-c,63326720,3761216,854137,0.012895788,tree,21215516,3334212,724268,0.030398909,roof,443437,1135958,9826,0.006260317,glass,2246777,227374,4817,0.001950728,roundabout-s,715008,1706847,88978,0.038140888,paisley,1555456,270300,17729,0.009805716
118,scene,airplane_cabin-s,0.095085218,orange-c,30348501,3699997,291752,0.008642776,seat,1488057,1002711,23462,0.009509157,headboard,500152,543800,14437,0.014023108,metal,3462561,1725605,79115,0.015485263,airplane_cabin-s,275968,562461,72800,0.095085218,,24924928,94519,74029,0.002967639
119,scene,skyscraper-s,0.148110394,blue-c,61494563,3819094,836404,0.012972079,skyscraper,1270392,3598409,433897,0.097836842,roof,443437,677852,17447,0.015805704,rubber,28056,43222,260,0.003661044,skyscraper-s,4402944,2541900,895910,0.148110394,interlaced,1630720,262698,16297,0.008681912
120,object,train,0.043329961,grey-c,159331282,3779607,1192208,0.007363005,train,1646804,3084279,196484,0.043329961,coach,689166,1483435,85925,0.041177931,tile,3959469,325702,23268,0.005459533,street-s,28111104,1120041,438056,0.015213929,grooved,1505280,424137,60051,0.032123725
121,scene,water_tower-s,0.033802068,brown-c,182265724,3665040,960205,0.005191123,bird,1030707,1833520,33935,0.011989929,body,1291612,769246,15265,0.007462384,metal,3462561,819485,20920,0.0049095,water_tower-s,275968,936626,39648,0.033802068,braided,1568000,208288,10015,0.005670131
122,object,tree,0.056018101,green-c,63326720,3696659,842900,0.012736384,tree,21215516,3536751,1313022,0.056018101,balcony,317196,937647,11579,0.009313388,wood,9793596,21172,1803,0.000183737,park-s,1179136,2211621,158165,0.048928228,potholed,1580544,194178,11181,0.006340085
123,scene,zen_garden-s,0.176771005,grey-c,159331282,3792372,1540602,0.009534428,ground,7897548,1418591,300592,0.033341515,paw,266872,855339,9042,0.008122756,carpet,4405463,378737,121585,0.026076569,zen_garden-s,125440,295997,63307,0.176771005,porous,1856512,2045782,448210,0.129762334
124,scene,gas_station-s,0.041921711,red-c,21004512,3690421,150939,0.006149733,signboard,661129,2295168,70605,0.024467268,body,1291612,860286,33158,0.015649867,glass,2246777,835291,11287,0.003675612,gas_station-s,301056,1566075,75124,0.041921711,,24924928,143764,121200,0.004858204
125,scene,dining_room-s,0.052344461,orange-c,30348501,3756166,246807,0.007289504,table,4805122,1204054,192644,0.033120079,top,381885,762177,23460,0.020935176,glass,2246777,1796251,40595,0.010142581,dining_room-s,5694976,823294,324224,0.052344461,,24924928,18956,14657,0.000587944
126,object,bottle,0.084568129,black-c,139916835,3750594,864227,0.006051874,bottle,940208,535912,115099,0.084568129,body,1291612,391073,87001,0.0545227,metal,3462561,2308896,164576,0.029352505,bar-s,765184,289675,37260,0.036615602,bubbly,1517824,19788,2548,0.001659866
127,object,book,0.101406847,red-c,21004512,3812799,170127,0.006902492,book,615007,1743528,217151,0.101406847,screen,677188,684048,19858,0.014804179,paper,471596,1401383,38077,0.020751517,bookstore-s,401408,976586,105239,0.082685984,swirly,1605632,190064,25800,0.014577128
128,scene,closet-s,0.065456628,yellow-c,34166024,3756825,237825,0.006310862,shelf,1919975,2226396,247902,0.063589578,head,4946761,544202,29819,0.005460211,food,1104928,467567,14161,0.009087269,closet-s,990976,1567505,157181,0.065456628,studded,1593088,894087,92918,0.038808699
