unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
420,texture,dotted,0.226386516,pink-c,18491188,3649402,216614,0.009880233,cradle,157375,619100,24369,0.032401018,lid,90429,247971,7686,0.023240625,fabric,8548746,419304,81465,0.009167189,nursery-s,827904,470661,36595,0.028998312,dotted,2935296,2183515,944914,0.226386516
421,scene,laundromat-s,0.087661534,blue-c,61494563,3611930,444795,0.006878802,washer,211900,1698159,103580,0.057338059,torso,7669375,1008224,158034,0.018549539,metal,3462561,829497,51923,0.012245601,laundromat-s,363776,629222,80032,0.087661534,smeared,1869056,480874,60576,0.026459866
422,object,boat,0.048735462,white-c,72511065,3581189,532146,0.007042684,boat,1245134,2380463,168484,0.048735462,muzzle,666221,1264590,40618,0.021488811,food,1104928,601297,11772,0.006947375,movie_theater-outdoor-s,150528,1074579,19228,0.015945215,striped,2433536,221405,35326,0.013485188
423,texture,paisley,0.0456104,orange-c,30348501,3496975,367811,0.010986758,person,14523849,1400267,269282,0.017201204,hand,398768,717661,17918,0.01631117,wood,9793596,773070,64732,0.006163817,television_studio-s,200704,520802,15456,0.021890801,paisley,1555456,796310,102586,0.0456104
424,texture,waffled,0.222524722,orange-c,30348501,3678610,361773,0.010746157,seat,1488057,1291282,200032,0.077552614,wing,323329,452486,15802,0.02079175,food,1104928,659995,26225,0.015083125,auditorium-s,489216,655382,89834,0.085169763,waffled,1555456,1357505,530219,0.222524722
425,object,track,0.067246687,grey-c,159331282,3557267,936725,0.005783973,track,493725,2124864,164996,0.067246687,muzzle,666221,436269,40694,0.038325629,carpet,4405463,460862,80919,0.016909537,highway-s,4076800,1011557,116138,0.023357378,grooved,1505280,652016,82671,0.039848647
426,texture,frilly,0.083649768,pink-c,18491188,3523851,214888,0.009857179,flower,591549,1424912,60865,0.031123504,paw,266872,653933,15360,0.016964034,ceramic,679072,835420,46385,0.031595109,landing_deck-s,338688,487736,52929,0.068428367,frilly,1618176,801563,186786,0.083649768
427,part,torso,0.04322869,pink-c,18491188,3608564,230436,0.010536955,person,14523849,1448451,485013,0.031316847,torso,7669375,1013577,359799,0.04322869,metal,3462561,768951,52688,0.012608332,movie_theater-indoor-s,238336,297708,8315,0.015756193,frilly,1618176,738529,67738,0.029593262
428,object,bird,0.024868737,green-c,63326720,3583663,365129,0.005486928,bird,1030707,1908718,71326,0.024868737,wing,323329,1149703,21032,0.014484848,metal,3462561,965771,63567,0.014563671,classroom-s,639744,546856,12468,0.010618908,cobwebbed,1505280,258335,21450,0.012312267
429,material,food,0.054729505,red-c,21004512,3622156,237452,0.009735942,plate,277519,1148330,54584,0.039805581,arm,2299112,682170,62189,0.02130422,food,1104928,1821149,151833,0.054729505,restaurant-s,301056,294685,11908,0.020396243,smeared,1869056,150471,10641,0.005296966
430,object,car,0.025216691,grey-c,159331282,3304815,858784,0.005308433,car,5354795,2034442,181749,0.025216691,pane,480756,752312,19892,0.016396632,glass,2246777,617196,30930,0.010917589,jacuzzi-indoor-s,526848,1298437,37859,0.021180737,zigzagged,1618176,216095,11794,0.006471412
431,scene,wrestling_ring-indoor-s,0.025446611,grey-c,159331282,3607131,814315,0.005022788,fence,2236367,1826586,70094,0.01755484,headboard,500152,626706,9064,0.008108829,metal,3462561,728861,70429,0.017090298,wrestling_ring-indoor-s,150528,894237,25926,0.025446611,pleated,1505280,255887,11488,0.006565776
432,scene,beach-s,0.156308329,blue-c,61494563,3689760,1026938,0.016006544,sea,2272224,3248647,592799,0.120290247,leg,2786636,977683,39181,0.010518,skin,177664,170481,2378,0.006877464,beach-s,990976,1325305,313112,0.156308329,potholed,1580544,456289,36389,0.018190462
433,texture,honeycombed,0.035119829,purple-c,10857154,3480234,101075,0.007099802,flower,591549,2057695,56441,0.021768333,body,1291612,1067652,37277,0.016053923,food,1104928,439378,17968,0.011771967,cottage_garden-s,137984,705285,17162,0.020774549,honeycombed,1555456,793853,79708,0.035119829
434,object,dog,0.082371297,black-c,139916835,3575821,980993,0.006883598,dog,3793935,2249076,459889,0.082371297,torso,7669375,1775195,304270,0.033288842,metal,3462561,855529,80076,0.018894699,junkyard-s,125440,332975,6296,0.013925537,spiralled,1605632,202743,27446,0.015411058
435,object,airplane,0.074655349,blue-c,61494563,3607781,578557,0.008966569,airplane,1293178,2649812,273916,0.074655349,body,1291612,2060823,137177,0.042664383,fur,103280,523375,3596,0.005771524,landing_deck-s,338688,537073,42143,0.050554331,,24924928,125013,86722,0.003473991
436,object,cat,0.209705617,black-c,139916835,3793419,977290,0.006846982,cat,4163987,3049588,1250492,0.209705617,torso,7669375,2829433,911662,0.095092116,fur,103280,673745,28847,0.038556333,corral-s,175616,153024,4770,0.014728132,striped,2433536,230769,116528,0.045737127
437,object,pool table,0.054763214,black-c,139916835,3564883,762635,0.005343609,pool table,435101,1697183,110708,0.054763214,back,593570,822352,11977,0.008530961,metal,3462561,998800,61768,0.01403948,poolroom-home-s,1317120,1212300,92875,0.038117498,,24924928,100628,78154,0.003132751
438,object,dog,0.12542174,black-c,139916835,3655539,832378,0.005831428,dog,3793935,2423714,692921,0.12542174,muzzle,666221,1446364,95503,0.047347108,fur,103280,526942,11017,0.017792169,library-indoor-s,301056,693359,27384,0.028317603,spiralled,1605632,280772,27470,0.014777286
439,texture,waffled,0.092412304,orange-c,30348501,3678626,212064,0.006271288,seat,1488057,1407195,61924,0.021855571,crosswalk,241792,275144,9777,0.019277978,carpet,4405463,939620,187522,0.036358659,labyrinth-indoor-s,137984,954748,23204,0.021695552,waffled,1555456,802942,199508,0.092412304
440,scene,closet-s,0.059916682,black-c,139916835,3593925,942355,0.006609845,bird,1030707,1947606,73893,0.025441568,torso,7669375,1052688,188216,0.022055235,fabric,8548746,791143,94607,0.010233003,closet-s,990976,725894,97054,0.059916682,gauzy,1630720,359150,41945,0.02153317
441,scene,casino-indoor-s,0.056625462,black-c,139916835,3471685,826458,0.00579718,slot machine,125526,1582286,45280,0.027235566,screen,677188,686749,16510,0.012252983,metal,3462561,772721,41695,0.009942562,casino-indoor-s,652288,821191,78965,0.056625462,fibrous,1831424,420669,98569,0.045771025
442,scene,shoe_shop-s,0.075608687,black-c,139916835,3545089,1235694,0.008688229,person,14523849,1638798,271841,0.01710681,hand,398768,687179,10902,0.010140971,metal,3462561,992544,26972,0.006091055,shoe_shop-s,577024,866075,101441,0.075608687,flecked,1580544,241233,12162,0.006720767
443,object,car,0.033019492,red-c,21004512,2853927,138899,0.005855889,car,5354795,1590225,221991,0.033019492,head,4946761,1041959,127245,0.0217087,fabric,8548746,616637,71581,0.007871405,dining_room-s,5694976,792967,72508,0.011302117,braided,1568000,99738,13082,0.007906175
444,object,pool table,0.059170014,orange-c,30348501,3586061,508898,0.015224769,pool table,435101,1610330,114267,0.059170014,top,381885,388099,16046,0.021282917,carpet,4405463,1199138,254564,0.047581727,poolroom-home-s,1317120,1196045,91229,0.0376678,stratified,1568000,438060,74597,0.038622019
445,object,tent,0.047288616,blue-c,61494563,3634429,420517,0.006498639,tent,221716,1431383,74643,0.047288616,body,1291612,556206,13239,0.00721637,fabric,8548746,1227839,264140,0.027767835,campsite-s,225792,685520,32766,0.037295714,wrinkled,1555456,255312,22592,0.012634103
446,object,chair,0.056750724,red-c,21004512,3650540,171325,0.006997505,chair,4633108,1816583,346368,0.056750724,back,593570,912164,59239,0.040953477,carpet,4405463,1528927,54115,0.009202801,dining_room-s,5694976,1318642,344681,0.051684549,,24924928,69330,51584,0.002068102
447,texture,bubbly,0.048365318,yellow-c,34166024,3601383,457624,0.012265523,water,5662399,1165450,137412,0.020538569,body,1291612,439439,19426,0.011349449,food,1104928,1278580,100218,0.043891928,cheese_factory-s,125440,477932,11509,0.019445378,bubbly,1517824,532658,94597,0.048365318
448,object,cat,0.072446823,black-c,139916835,3498241,972469,0.006827094,cat,4163987,2103522,423388,0.072446823,torso,7669375,1468540,504079,0.05838413,fur,103280,757139,21005,0.025023409,water_mill-s,137984,488266,8978,0.014544642,matted,1593088,287958,29128,0.015728558
449,part,wheel,0.092224541,black-c,139916835,3585921,950015,0.006664305,motorbike,1440771,2160839,188937,0.055363347,wheel,1513439,1379795,244297,0.092224541,metal,3462561,704872,42971,0.010418571,auto_showroom-s,301056,681684,19197,0.019923345,knitted,1856512,271529,14214,0.006724297
450,object,cow,0.033241785,red-c,21004512,3510602,131176,0.005379607,cow,780135,2339410,100363,0.033241785,head,4946761,1381931,137136,0.022148875,metal,3462561,650326,26961,0.006598504,pasture-s,852992,733968,16452,0.010475591,cobwebbed,1505280,228546,13756,0.007997349
451,scene,throne_room-s,0.023846112,yellow-c,34166024,3468512,349240,0.009366695,painting,2207098,1941734,60169,0.014716058,torso,7669375,773563,78091,0.009335616,food,1104928,809786,13198,0.006940778,throne_room-s,125440,1127119,29173,0.023846112,,24924928,193228,140896,0.005640971
452,object,building,0.024756288,white-c,72511065,3264340,493662,0.006557526,building,35246027,1979812,899310,0.024756288,pane,480756,744667,12498,0.010304017,glass,2246777,642670,18387,0.006404255,street-s,28111104,1447048,640016,0.022131994,,24924928,49233,37170,0.001490557
453,part,wheel,0.097298195,black-c,139916835,3575275,1115435,0.007834394,motorbike,1440771,2288783,251011,0.072159809,wheel,1513439,1441438,262011,0.097298195,metal,3462561,694926,76680,0.018790401,car_interior-backseat-s,163072,722070,12873,0.014758062,spiralled,1605632,198623,10083,0.005619863
454,scene,nursery-s,0.036350374,yellow-c,34166024,3538385,225589,0.006019106,cradle,157375,1835516,52907,0.027271874,muzzle,666221,681323,25880,0.019581376,food,1104928,744937,16693,0.009106074,nursery-s,827904,926746,61545,0.036350374,spiralled,1605632,381172,25087,0.012788287
455,object,bus,0.091487744,black-c,139916835,3608870,771260,0.005402704,bus,1628191,2698712,362678,0.091487744,head,4946761,1908613,176201,0.026380661,skin,177664,461312,2879,0.004526039,badminton_court-indoor-s,125440,811780,24320,0.026640377,,24924928,227176,156123,0.006245924
456,part,body,0.03448666,black-c,139916835,3588275,948147,0.006651004,dog,3793935,1946439,129257,0.023035877,body,1291612,1113045,80164,0.03448666,leather,470954,961360,19413,0.013739816,batters_box-s,125440,663896,12717,0.016374825,,24924928,179813,141802,0.005680501
457,texture,frilly,0.066990962,red-c,21004512,3575840,331899,0.01368743,pottedplant,925877,1583446,53657,0.021850284,pot,422616,752061,28083,0.024492541,food,1104928,930764,83079,0.042547602,ranch-s,150528,616972,14450,0.019188633,frilly,1618176,786286,150964,0.066990962
458,part,body,0.055588617,yellow-c,34166024,3483481,219093,0.005853342,airplane,1293178,1589014,128658,0.046724682,body,1291612,611628,100227,0.055588617,ceramic,679072,683508,10723,0.007932052,water_tower-s,275968,780236,27490,0.026722685,freckled,1555456,476671,93839,0.048413342
459,object,house,0.034525414,green-c,63326720,3653485,386816,0.005808625,house,1833277,2641033,149322,0.034525414,roof,443437,987617,23798,0.016910925,carpet,4405463,541727,34139,0.006948635,barn-s,200704,1226635,29443,0.021062368,,24924928,323315,254663,0.010189137
460,object,sky,0.024189983,blue-c,61494563,3392830,823371,0.012852315,sky,36650987,2281555,919534,0.024189983,hand,398768,448651,9237,0.01102028,food,1104928,361332,6809,0.004665453,skyscraper-s,4402944,1157303,62871,0.011436547,crystalline,1530368,293824,10463,0.005768778
461,part,wing,0.033507558,blue-c,61494563,3579554,411447,0.006362976,bird,1030707,1611306,66687,0.025894586,wing,323329,757291,35035,0.033507558,metal,3462561,733563,46835,0.011287476,subway_station-corridor-s,188160,607167,18377,0.023652745,pleated,1505280,559485,45650,0.022608915
462,object,washer,0.041718831,orange-c,30348501,3594224,188342,0.005579779,washer,211900,1388202,64081,0.041718831,lid,90429,698866,11960,0.015385902,ceramic,679072,968931,19561,0.012012095,laundromat-s,363776,817952,40827,0.035784875,potholed,1580544,278646,54305,0.03008779
463,material,food,0.021295115,black-c,139916835,3574709,1120322,0.00786902,bird,1030707,1964358,59882,0.020401454,torso,7669375,865932,172299,0.020602515,food,1104928,780681,39317,0.021295115,movie_theater-indoor-s,238336,820727,15381,0.014737248,matted,1593088,352968,28171,0.014688576
464,texture,lacelike,0.076556367,purple-c,10857154,3586443,195981,0.013755354,bed,5899566,1084112,258853,0.038492154,seat cushion,340448,420505,7219,0.009577649,fabric,8548746,717573,227213,0.025136667,closet-s,990976,673096,65560,0.041013142,lacelike,1530368,1373730,206517,0.076556367
465,texture,bubbly,0.082323908,orange-c,30348501,3520270,329556,0.00982599,bottle,940208,815351,25108,0.014509512,body,1291612,181719,18887,0.012985718,concrete,382930,564358,11969,0.012796704,wine_cellar-barrel_storage-s,263424,452250,17220,0.024654451,bubbly,1517824,1357508,218704,0.082323908
466,texture,cobwebbed,0.311967651,black-c,139916835,3592885,1203369,0.008456186,cat,4163987,1304830,233116,0.044524315,neck,812426,571443,27006,0.019903262,tile,3959469,379487,38032,0.008842751,kennel-indoor-s,163072,444490,7704,0.01284304,cobwebbed,1505280,1329806,674144,0.311967651
467,texture,bubbly,0.039731396,purple-c,10857154,3522408,133518,0.009372286,seat,1488057,1393173,41785,0.014715904,body,1291612,451993,20870,0.012114458,food,1104928,548684,23501,0.01441681,movie_theater-indoor-s,238336,599949,13156,0.015944174,bubbly,1517824,1244734,105566,0.039731396
468,texture,lacelike,0.148252761,pink-c,18491188,3583666,228848,0.010475508,plate,277519,609817,12340,0.014102922,body,1291612,217919,11110,0.007414472,ceramic,679072,441283,35774,0.032984166,labyrinth-outdoor-s,125440,284032,3219,0.007923634,lacelike,1530368,2177548,478735,0.148252761
469,scene,lighthouse-s,0.032147415,white-c,72511065,3494900,594092,0.007877964,house,1833277,2396649,77389,0.018636559,leg,2786636,989272,66673,0.017974865,plastic-opaque,577397,514045,5081,0.004677082,lighthouse-s,589568,1186382,55314,0.032147415,,24924928,212570,157743,0.006314834
470,texture,freckled,0.120219596,black-c,139916835,3576221,1343759,0.009453153,person,14523849,1638608,412672,0.026201755,torso,7669375,953721,157424,0.01859557,fabric,8548746,825574,117654,0.012710192,batters_box-s,125440,608275,9094,0.012550009,freckled,1555456,473423,217735,0.120219596
471,texture,knitted,0.161174773,pink-c,18491188,3607047,152783,0.006961944,sheep,811669,1251035,118610,0.061010424,torso,7669375,603182,138109,0.016978288,fabric,8548746,493767,140710,0.01580691,wheat_field-s,175616,672625,14475,0.017360986,knitted,1856512,1335864,443112,0.161174773
472,part,top,0.031632287,orange-c,30348501,3540639,460386,0.013772156,table,4805122,1587763,180803,0.029105057,top,381885,605710,30282,0.031632287,wood,9793596,1239591,321439,0.030008081,witness_stand-s,137984,1024859,17279,0.0150834,grooved,1505280,156103,22155,0.013515509
473,scene,staircase-s,0.077675613,black-c,139916835,3563622,731950,0.005127549,railing,875712,1659757,142495,0.059547241,footboard,366693,318567,21407,0.032246597,granite,1315719,769294,15502,0.007490658,staircase-s,865536,1120840,143172,0.077675613,,24924928,202880,190973,0.007658269
474,object,grass,0.103766195,green-c,63326720,3746917,2303990,0.035572064,grass,12961339,3245834,1523653,0.103766195,muzzle,666221,1219125,62534,0.034306335,carpet,4405463,185193,19486,0.004262804,poolroom-home-s,1317120,1663823,216128,0.078170872,veined,1806336,636868,144180,0.062713569
475,object,fence,0.068033271,green-c,63326720,3697473,396074,0.005944547,fence,2236367,2335233,291209,0.068033271,footboard,366693,710753,15085,0.014199505,wood,9793596,629564,74770,0.007225279,nursery-s,827904,1146028,104085,0.055664982,banded,2571520,342005,38959,0.013553002
476,texture,cobwebbed,0.181080957,green-c,63326720,3560733,451597,0.006797489,water,5662399,2196279,225251,0.029508503,muzzle,666221,977660,49480,0.031033598,fur,103280,440687,2899,0.005357922,canal-urban-s,150528,894854,12707,0.012304936,cobwebbed,1505280,732657,343116,0.181080957
477,object,sky,0.026355507,blue-c,61494563,3105765,850694,0.013344296,sky,36650987,1965719,991628,0.026355507,hand,398768,145905,2303,0.004246179,painted,13470129,299761,58972,0.004301098,highway-s,4076800,1046056,54003,0.01065389,crystalline,1530368,285590,9749,0.005397493
478,part,screen,0.10368496,black-c,139916835,3646970,1127634,0.007916767,tvmonitor,1019561,2105322,270077,0.094604327,screen,677188,1416392,196680,0.10368496,glass,2246777,1050326,85156,0.026512268,office-s,1542912,810319,77576,0.034089526,,24924928,126538,102029,0.004089431
479,part,head,0.085425111,pink-c,18491188,3611698,419827,0.019361982,person,14523849,2110281,1291703,0.084191569,head,4946761,2028997,549006,0.085425111,skin,177664,780040,11096,0.011721853,ball_pit-s,275968,199138,12028,0.025974026,freckled,1555456,116154,57476,0.035607948
480,part,hair,0.092785743,pink-c,18491188,3546802,183380,0.008390907,person,14523849,1500120,588602,0.038133334,hair,1159565,1146473,195800,0.092785743,skin,177664,1029621,7479,0.006233508,jacuzzi-indoor-s,526848,514687,41405,0.041399618,,24924928,99799,80386,0.003222615
481,object,bird,0.048962062,pink-c,18491188,3566761,120473,0.005491653,bird,1030707,2118489,146994,0.048962062,torso,7669375,1285454,156111,0.017742471,fabric,8548746,688233,52041,0.005665907,pasture-s,852992,742813,19425,0.012322536,striped,2433536,496928,54371,0.018904465
482,part,leg,0.038147653,brown-c,182265724,3555223,1202146,0.006511504,dog,3793935,2025076,165093,0.029199751,leg,2786636,1219908,147224,0.038147653,carpet,4405463,909101,40633,0.0077045,jacuzzi-indoor-s,526848,590474,13056,0.011823238,pleated,1505280,276022,11860,0.006702678
483,scene,hayfield-s,0.021741877,red-c,21004512,3464909,169054,0.00695685,toilet,310112,1867849,36761,0.01716841,lid,90429,889448,16828,0.01747367,ceramic,679072,913238,18397,0.011688702,hayfield-s,200704,1028429,26155,0.021741877,,24924928,121767,99756,0.003998727
484,part,screen,0.04199648,blue-c,61494563,3278231,404780,0.006288527,tvmonitor,1019561,1752792,44587,0.01634561,screen,677188,358420,41739,0.04199648,food,1104928,543465,32791,0.020296459,bridge-s,639744,1000896,28597,0.017739601,pleated,1505280,335625,36516,0.020237321
485,part,body,0.03287496,blue-c,61494563,3635260,468600,0.007247002,skyscraper,1270392,2021391,87746,0.027386076,body,1291612,838328,67793,0.03287496,fabric,8548746,622198,87248,0.009604901,skyscraper-s,4402944,863782,142214,0.027751716,paisley,1555456,663930,61000,0.028261859
486,scene,dolmen-s,0.040899395,grey-c,159331282,3654146,993380,0.006132276,sheep,811669,2090105,90583,0.032222286,torso,7669375,1179028,272447,0.031768703,fabric,8548746,808217,158051,0.017181488,dolmen-s,163072,772886,36776,0.040899395,crystalline,1530368,323949,27579,0.015097403
487,object,train,0.072736155,black-c,139916835,3496027,1156166,0.008127322,train,1646804,2105921,254451,0.072736155,head,4946761,1176353,270435,0.046207045,metal,3462561,561008,22899,0.005723791,cockpit-s,539392,797415,32446,0.024875015,studded,1593088,332039,63725,0.034234948
488,object,motorbike,0.120323845,red-c,21004512,3604126,244369,0.01002981,motorbike,1440771,1983249,367743,0.120323845,wheel,1513439,1140473,98055,0.038364822,leather,470954,747595,13532,0.011229717,auto_showroom-s,301056,882859,23061,0.019865547,perforated,1793792,414028,66287,0.03095306
489,object,bus,0.065320279,red-c,21004512,3600308,168010,0.006875284,bus,1628191,2641781,261814,0.065320279,wheel,1513439,1746579,93688,0.02958883,food,1104928,307727,6288,0.004471095,street-s,28111104,1050708,431715,0.015026576,veined,1806336,448087,25525,0.011451848
490,texture,meshed,0.099480277,black-c,139916835,3583131,967918,0.00679088,fireplace,390206,1104319,32512,0.022237832,garage door,63629,283815,4093,0.011920746,glass,2246777,409350,26427,0.010049435,kennel-indoor-s,163072,638673,15606,0.019851451,meshed,1756160,1601578,303806,0.099480277
491,scene,landing_deck-s,0.046503755,black-c,139916835,3356807,1459772,0.010293577,pool table,435101,2105367,93948,0.038400667,leg,2786636,477064,16837,0.005185621,carpet,4405463,560694,60607,0.012354782,landing_deck-s,338688,1061736,62231,0.046503755,,24924928,371508,203979,0.008129096
492,texture,honeycombed,0.11623156,yellow-c,34166024,3558717,447974,0.012017512,field,1883336,1296636,97170,0.031520026,screen,677188,430291,11073,0.010099361,food,1104928,601494,25921,0.015424567,field-cultivated-s,639744,729074,59972,0.045820517,honeycombed,1555456,1189632,285842,0.11623156
493,object,motorbike,0.049153853,orange-c,30348501,3316293,206064,0.006158751,motorbike,1440771,1925052,157692,0.049153853,wheel,1513439,1194849,84735,0.032297804,food,1104928,721005,40093,0.022450499,junk_pile-s,150528,458933,12931,0.021677032,crystalline,1530368,578625,56148,0.02735131
494,object,house,0.038768155,red-c,21004512,3509610,129689,0.005318516,house,1833277,2080978,146085,0.038768155,coach,689166,826515,31924,0.021515652,metal,3462561,938762,48765,0.011203757,kitchen-s,9006592,1393016,219048,0.021516302,,24924928,130942,125707,0.005042366
495,texture,stratified,0.020428157,red-c,21004512,3438627,143859,0.005920299,bed,5899566,1832952,135001,0.017769095,back,593570,670343,13852,0.011081059,fabric,8548746,681444,142696,0.015702459,arch-s,175616,944117,18228,0.016548268,stratified,1568000,637033,44143,0.020428157
496,object,tent,0.058132745,white-c,72511065,3575476,417951,0.005523441,tent,221716,1729867,107218,0.058132745,drawer,540514,590365,25943,0.023479188,fabric,8548746,893527,77194,0.008242749,campsite-s,225792,835806,39175,0.038315844,veined,1806336,289138,21935,0.010578533
497,scene,bakery-shop-s,0.04671512,yellow-c,34166024,3662356,330135,0.008804012,case,608750,1082324,51304,0.031287315,top,381885,318655,6514,0.009385816,food,1104928,1836296,33446,0.011502254,bakery-shop-s,715008,676202,62090,0.04671512,,24924928,158858,154973,0.006216622
498,object,bus,0.060038231,black-c,139916835,3457875,907647,0.006370925,bus,1628191,2133290,213042,0.060038231,torso,7669375,1110956,100858,0.011620291,food,1104928,613576,22309,0.013152379,hayfield-s,200704,803103,34679,0.035783715,flecked,1580544,396076,28370,0.014561786
499,part,footboard,0.032507512,black-c,139916835,3548334,1184849,0.008327568,train,1646804,1777436,63655,0.018941643,footboard,366693,728052,34467,0.032507512,metal,3462561,957555,84319,0.019447174,poolroom-home-s,1317120,990070,30852,0.013553348,crosshatched,1743616,265775,41423,0.021048615
500,texture,knitted,0.237300488,blue-c,61494563,3670046,1154432,0.018035132,water,5662399,1580693,562088,0.084132265,wave,42267,272677,8037,0.026187086,fabric,8548746,202901,76562,0.008825504,river-s,627200,588658,36728,0.031148389,knitted,1856512,1846325,710163,0.237300488
501,object,toilet,0.08809097,white-c,72511065,3655648,714591,0.009470787,toilet,310112,1327009,132540,0.08809097,lid,90429,808319,49604,0.058416476,ceramic,679072,1025715,56032,0.033984431,bathroom-s,9257472,765614,384596,0.039902101,,24924928,89004,65591,0.002629073
502,texture,spiralled,0.072674064,pink-c,18491188,3569018,143059,0.006527264,person,14523849,1647812,251357,0.015788455,hand,398768,832464,33953,0.028358469,food,1104928,623848,11577,0.006741793,ball_pit-s,275968,683017,23087,0.024668287,spiralled,1605632,815757,164050,0.072674064
503,texture,bubbly,0.070416163,pink-c,18491188,3613343,153107,0.006974809,bottle,940208,685038,33185,0.020844051,body,1291612,225432,31884,0.021468394,food,1104928,319692,46023,0.03338394,ice_skating_rink-indoor-s,250880,248160,4564,0.009229973,bubbly,1517824,2296148,250898,0.070416163
504,texture,freckled,0.064794536,black-c,139916835,3680311,1166444,0.008189555,person,14523849,2179937,641838,0.039960159,leg,2786636,1254206,172298,0.044538204,fabric,8548746,707893,54156,0.005884933,television_studio-s,200704,853811,30815,0.030101592,freckled,1555456,529811,126892,0.064794536
505,part,drawer,0.052485711,yellow-c,34166024,3313127,256455,0.006889748,cabinet,5324231,1312937,121978,0.018722094,drawer,540514,507987,52287,0.052485711,food,1104928,885159,19891,0.01009595,kitchen-s,9006592,755347,110051,0.011402018,sprinkled,1718528,282625,24414,0.012350644
506,object,bicycle,0.104060386,pink-c,18491188,3630235,146622,0.006672279,bicycle,1152271,2120875,308502,0.104060386,wheel,1513439,1567813,195882,0.067888,plastic-opaque,577397,847821,10824,0.007652747,dentists_office-s,301056,368954,10510,0.015936315,veined,1806336,197900,14004,0.007036366
507,scene,office-s,0.049334835,white-c,72511065,3464432,496051,0.006572001,boat,1245134,1858509,92554,0.030737716,monitor,141433,850003,16579,0.017006597,paper,471596,967751,20796,0.01466003,office-s,1542912,959484,117651,0.049334835,,24924928,139965,118136,0.004735525
508,part,head,0.043609744,blue-c,61494563,3501349,339506,0.005250926,dog,3793935,2521178,225835,0.03708732,head,4946761,1286720,260481,0.043609744,food,1104928,519932,16457,0.010231888,highway-s,4076800,966805,47520,0.009511447,freckled,1555456,252793,49371,0.028069599
509,object,sink,0.105417627,grey-c,159331282,3693567,1140107,0.007042708,sink,489770,973489,139543,0.105417627,faucet,46285,748875,14228,0.018219256,ceramic,679072,877604,39128,0.025783698,bathroom-s,9257472,708448,539090,0.057186774,flecked,1580544,65126,10529,0.0064392
510,object,dog,0.040189199,white-c,72511065,3581821,417803,0.005521011,dog,3793935,1909542,220362,0.040189199,muzzle,666221,1195469,68030,0.037928035,metal,3462561,942748,78320,0.018100346,cockpit-s,539392,466962,24098,0.024533319,,24924928,199854,155947,0.006245666
511,object,car,0.032024092,red-c,21004512,3499103,250769,0.010339776,car,5354795,1802934,222107,0.032024092,footboard,366693,720957,17471,0.016325306,fabric,8548746,988528,114857,0.01218976,casino-indoor-s,652288,1088459,24157,0.014072667,,24924928,173534,112372,0.004497382
512,color,red-c,0.081796299,red-c,21004512,3561588,1857481,0.081796299,seat,1488057,1571727,43246,0.014336302,arm,2299112,558183,17843,0.006283959,carpet,4405463,1083886,95102,0.017630264,movie_theater-indoor-s,238336,824177,24322,0.023427288,polka-dotted,1705984,495775,55002,0.025620972
513,texture,potholed,0.095157014,grey-c,159331282,3489342,856028,0.005285279,earth,4188226,1558765,148191,0.02646835,pot,422616,440620,9444,0.011061242,food,1104928,896282,42875,0.021893598,hot_spring-s,163072,721823,19371,0.022380662,potholed,1580544,634583,192470,0.095157014
514,scene,office-s,0.064640659,grey-c,159331282,3673808,940646,0.005804148,computer,374106,1772841,106398,0.05214185,screen,677188,1081350,73522,0.04363282,paper,471596,1178786,16946,0.01037445,office-s,1542912,915701,149277,0.064640659,,24924928,155856,113807,0.004558301
515,scene,geodesic_dome-outdoor-s,0.020147149,yellow-c,34166024,3552286,180576,0.004810519,house,1833277,1887810,58527,0.015979806,head,4946761,838260,70003,0.012248955,metal,3462561,877285,76830,0.018022452,geodesic_dome-outdoor-s,250880,970533,24122,0.020147149,crosshatched,1743616,171187,9532,0.005002963
516,object,pool table,0.116248276,pink-c,18491188,3554661,140355,0.006407297,pool table,435101,2298754,284709,0.116248276,torso,7669375,1057795,103369,0.011986478,fabric,8548746,786651,87588,0.009471216,poolroom-home-s,1317120,1381666,243929,0.099365869,porous,1856512,187885,16471,0.008122091
517,scene,bookstore-s,0.110758432,red-c,21004512,3769825,182647,0.007427184,book,615007,2209983,261135,0.101852484,shop window,233888,560777,7354,0.009340654,paper,471596,909197,20514,0.01508073,bookstore-s,401408,1369653,176600,0.110758432,,24924928,189008,186208,0.007469915
518,object,cat,0.080151225,yellow-c,34166024,3503973,340857,0.009131124,cat,4163987,1900993,450044,0.080151225,head,4946761,1167889,278883,0.047788577,food,1104928,819592,21076,0.011072561,nursery-s,827904,765980,26076,0.016632139,gauzy,1630720,290719,28566,0.015091345
519,part,leg,0.040826915,pink-c,18491188,3601323,132787,0.006046843,horse,1230680,2484156,108183,0.0299954,leg,2786636,1588456,171615,0.040826915,skin,177664,563330,3814,0.00517377,badminton_court-indoor-s,125440,720992,20251,0.024511578,,24924928,288924,215217,0.00860915
