unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
1,part,body,0.042096571,grey-c,159331282,3532975,883342,0.005453371,bottle,940208,1565862,87077,0.03599721,body,1291612,774358,83457,0.042096571,metal,3462561,1073630,50837,0.011334,game_room-s,1367296,709537,17812,0.008650713,grooved,1505280,196303,16607,0.009855927
2,texture,freckled,0.127612946,pink-c,18491188,3575402,156370,0.007136852,bottle,940208,2342838,96884,0.030407744,body,1291612,1067384,119747,0.053476411,carpet,4405463,563892,36157,0.007329323,shopfront-s,200704,1118464,20551,0.015825297,freckled,1555456,467697,228962,0.127612946
3,object,person,0.027033434,white-c,72511065,3606404,721418,0.009568379,person,14523849,1329664,417294,0.027033434,arm,2299112,889656,69597,0.022312659,fabric,8548746,1205304,115948,0.012030169,martial_arts_gym-s,188160,552703,14803,0.020388122,gauzy,1630720,142076,29745,0.017064905
4,object,pool table,0.081743375,blue-c,61494563,3571328,464075,0.007183622,pool table,435101,2524577,223652,0.081743375,body,1291612,902132,31816,0.014716494,fabric,8548746,590857,37506,0.004120589,poolroom-home-s,1317120,1436726,171771,0.066524404,,24924928,230196,197367,0.007908042
5,scene,classroom-s,0.038442595,orange-c,30348501,3388768,685428,0.020737967,table,4805122,1319700,214689,0.036325578,top,381885,444983,25459,0.031767799,wood,9793596,1359178,228164,0.020885322,classroom-s,639744,861439,55573,0.038442595,,24924928,112692,91519,0.00366867
6,part,body,0.102071047,red-c,21004512,3622942,161755,0.006611501,airplane,1293178,2120529,194086,0.060282251,body,1291612,1269967,237247,0.102071047,food,1104928,847079,40033,0.020938046,liquor_store-indoor-s,125440,608377,16773,0.02339187,scaly,1568000,311060,16305,0.008753164
7,texture,freckled,0.086749544,pink-c,18491188,3564180,167878,0.007670043,person,14523849,1762338,581170,0.037005372,torso,7669375,1278510,289300,0.033411926,food,1104928,874241,27883,0.014289551,witness_stand-s,137984,468243,10578,0.017758781,freckled,1555456,482445,162675,0.086749544
8,part,muzzle,0.045444565,black-c,139916835,3649352,847335,0.005937092,dog,3793935,1804794,181972,0.033594271,muzzle,666221,905055,68302,0.045444565,metal,3462561,808273,36674,0.008661458,laundromat-s,363776,741878,36792,0.034421656,spiralled,1605632,301965,61759,0.033458516
9,texture,striped,0.063643288,white-c,72511065,3602757,401117,0.005297882,aqueduct,70970,2012876,42216,0.020677596,muzzle,666221,725279,17692,0.012878073,fur,103280,392576,4203,0.008548712,aqueduct-s,225792,832793,55934,0.055786111,striped,2433536,869220,197621,0.063643288
10,scene,greenhouse-indoor-s,0.074728607,white-c,72511065,3645236,875455,0.011629187,boat,1245134,2712598,98747,0.025588853,coach,689166,789902,21906,0.015033332,glass,2246777,321007,16266,0.006375029,greenhouse-indoor-s,363776,1191237,108124,0.074728607,,24924928,325284,254413,0.01017823
11,scene,cathedral-indoor-s,0.035357919,orange-c,30348501,3469591,221174,0.006583163,building,35246027,2081220,563424,0.015325501,muzzle,666221,748248,16732,0.011970778,brick,422313,667727,8484,0.007844254,cathedral-indoor-s,313600,1216776,52263,0.035357919,,24924928,212209,191974,0.007695841
12,object,book,0.099022816,red-c,21004512,3572572,159437,0.006529581,book,615007,1731421,211415,0.099022816,body,1291612,592302,15964,0.008546267,metal,3462561,1004606,31993,0.007213471,bookstore-s,401408,1018603,83927,0.062815661,,24924928,117573,94890,0.003803571
13,object,pottedplant,0.083217664,green-c,63326720,3495243,942063,0.014299703,pottedplant,925877,1632278,196529,0.083217664,pot,422616,808720,57943,0.049380728,food,1104928,1119587,92801,0.043533513,greenhouse-indoor-s,363776,543998,24163,0.027345744,veined,1806336,305254,36672,0.017673951
14,object,dog,0.079791824,black-c,139916835,3617524,743691,0.005208261,dog,3793935,2766689,484801,0.079791824,torso,7669375,1949766,422043,0.045888714,fur,103280,573610,9751,0.014616144,lighthouse-s,589568,620494,39224,0.033500792,smeared,1869056,192470,11746,0.005730371
15,scene,casino-indoor-s,0.044562633,black-c,139916835,3595878,1184670,0.008323518,person,14523849,2299176,520959,0.031956624,coach,689166,981547,63091,0.039244922,fabric,8548746,685420,35634,0.003873879,casino-indoor-s,652288,1231400,80361,0.044562633,,24924928,278841,264333,0.010598997
16,part,pot,0.090156212,orange-c,30348501,3706560,219079,0.006474735,pottedplant,925877,1194894,99701,0.0493308,pot,422616,568989,82006,0.090156212,metal,3462561,1571253,157279,0.032252204,jacuzzi-indoor-s,526848,528574,23145,0.022421307,crosshatched,1743616,126208,6459,0.00346631
17,scene,street-s,0.038374969,black-c,139916835,3631374,928309,0.006508972,building,35246027,2834254,1406172,0.038342363,shop window,233888,1046306,13703,0.010819658,glass,2246777,442891,7224,0.002693066,street-s,28111104,2157652,1118635,0.038374969,,24924928,136929,135335,0.005429358
18,object,cow,0.032869311,pink-c,18491188,3586528,133893,0.006101626,cow,780135,1705905,79114,0.032869311,muzzle,666221,944224,33353,0.021148417,food,1104928,809625,33750,0.017944463,jacuzzi-indoor-s,526848,766779,23456,0.018466805,potholed,1580544,341261,33407,0.017690656
19,material,food,0.050430755,orange-c,30348501,3452519,414895,0.012427168,field,1883336,2106729,93322,0.023948718,body,1291612,563925,23406,0.012775287,food,1104928,563426,80097,0.050430755,cemetery-s,250880,1261933,41289,0.028058666,bubbly,1517824,582594,84581,0.041958254
20,object,bed,0.051837801,pink-c,18491188,3593416,138367,0.006304817,bed,5899566,1539560,366623,0.051837801,headboard,500152,607435,20171,0.018549479,food,1104928,1236690,57438,0.025146004,bedroom-s,19167232,1107736,431635,0.021752142,potholed,1580544,232860,22918,0.012799877
21,scene,jacuzzi-indoor-s,0.037402712,grey-c,159331282,3571314,1563989,0.00969383,bathtub,583451,1640628,47993,0.022054735,water tank,81859,422713,4064,0.00811975,metal,3462561,917314,60328,0.013966279,jacuzzi-indoor-s,526848,1187932,61825,0.037402712,,24924928,207214,152758,0.006115363
22,texture,bubbly,0.063684807,yellow-c,34166024,3710065,242000,0.00643034,bottle,940208,1150113,118017,0.059837125,body,1291612,685820,101775,0.054260987,glass,2246777,1656001,95218,0.025007616,restaurant-s,301056,370174,9037,0.013647079,bubbly,1517824,283272,107835,0.063684807
23,object,sheep,0.053536261,blue-c,61494563,3619096,427216,0.006604413,sheep,811669,2518419,169221,0.053536261,torso,7669375,1215855,215036,0.024801752,food,1104928,452256,21780,0.014185192,planetarium-outdoor-s,200704,946819,51013,0.04652306,cobwebbed,1505280,389594,23062,0.012320682
24,scene,waterfall-block-s,0.045586836,blue-c,61494563,3626353,567053,0.008784184,waterfall,258712,2781742,88775,0.030076102,torso,7669375,947296,151063,0.017844318,fur,103280,344238,3237,0.007285929,waterfall-block-s,326144,1166220,65066,0.045586836,stained,1693440,557746,25979,0.011674869
25,part,leg,0.078185095,blue-c,61494563,3617729,978748,0.015261093,person,14523849,2025114,521520,0.032539189,leg,2786636,979071,273072,0.078185095,fabric,8548746,706753,112082,0.012258218,landing_deck-s,338688,798443,14879,0.013258163,stained,1693440,410856,33178,0.016019367
26,part,leg,0.044760376,red-c,21004512,3644372,274662,0.011268544,chair,4633108,2198577,290146,0.044354394,leg,2786636,1331870,176448,0.044760376,fabric,8548746,914897,117812,0.012605835,balcony-interior-s,464128,713560,16949,0.014601904,,24924928,163722,109033,0.004364879
27,object,bird,0.032226401,red-c,21004512,3566188,250273,0.01029065,bird,1030707,1977914,93930,0.032226401,torso,7669375,970766,173228,0.020459405,fabric,8548746,725058,104381,0.011383595,movie_theater-indoor-s,238336,832633,22883,0.021833132,pleated,1505280,491364,50522,0.025960346
28,object,cat,0.095530433,black-c,139916835,3570407,751978,0.005268341,cat,4163987,2139281,549646,0.095530433,torso,7669375,1341272,362754,0.041947096,fur,103280,869444,15250,0.015927325,kitchen-s,9006592,729444,187249,0.019609716,potholed,1580544,179844,10665,0.006095251
29,object,bookcase,0.031422872,white-c,72511065,3597075,536804,0.007103275,bookcase,521264,1829128,71606,0.031422872,ear,784263,784270,33521,0.021837614,glass,2246777,784484,35647,0.011899731,library-indoor-s,301056,998607,20848,0.016302593,grid,1682240,192148,38966,0.021229995
30,object,cat,0.047171846,grey-c,159331282,3626141,910756,0.005620332,cat,4163987,2031023,279066,0.047171846,wheel,1513439,1452932,84866,0.02945197,metal,3462561,806060,60776,0.014443498,utility_room-s,413952,485553,28241,0.032413826,spiralled,1605632,233871,60394,0.033946206
31,texture,lacelike,0.041438581,pink-c,18491188,3469503,125143,0.005731159,bed,5899566,1976689,230981,0.030212259,roof,443437,765768,18230,0.015306786,fabric,8548746,573906,86886,0.009615787,bedroom-s,19167232,1086043,295330,0.014797616,lacelike,1530368,615084,85367,0.041438581
32,part,hand,0.032137475,orange-c,30348501,3519960,188152,0.00558641,table,4805122,1529208,79616,0.012728959,hand,398768,668361,33227,0.032137475,metal,3462561,1112390,50495,0.011160458,conference_room-s,2308096,806208,40665,0.013230246,interlaced,1630720,247038,26495,0.014311851
33,part,body,0.048329067,green-c,63326720,3551191,396083,0.005957763,bottle,940208,2068029,97730,0.033578342,body,1291612,669363,90403,0.048329067,food,1104928,574630,39346,0.023988362,water_tower-s,275968,1038683,51381,0.040673015,porous,1856512,686868,52214,0.020959663
34,texture,freckled,0.04768344,yellow-c,34166024,3615344,202052,0.005376681,sculpture,167998,1626843,31068,0.017614512,head,4946761,670557,69204,0.012473428,food,1104928,626104,40807,0.02414294,fountain-s,188160,682129,16937,0.019847613,freckled,1555456,903676,111923,0.04768344
35,object,water,0.081096018,green-c,63326720,3670801,681756,0.010280451,water,5662399,2991433,649148,0.081096018,muzzle,666221,462283,4249,0.003779392,brick,422313,219973,4289,0.006722602,bridge-s,639744,1378735,99537,0.05187077,potholed,1580544,596998,46736,0.021933484
36,object,bird,0.027848831,yellow-c,34166024,3669494,270143,0.007191277,bird,1030707,1489566,68285,0.027848831,torso,7669375,875301,187808,0.022473491,metal,3462561,1258553,124289,0.02703801,cheese_factory-s,125440,416720,9648,0.018117902,freckled,1555456,345390,34785,0.01864087
37,scene,kitchen-s,0.043212271,grey-c,159331282,3524883,980317,0.006055981,bathtub,583451,1518202,68452,0.033667109,drawer,540514,652704,18233,0.015517645,granite,1315719,1253600,49954,0.019828012,kitchen-s,9006592,1179873,421947,0.043212271,,24924928,100819,99235,0.003981103
38,object,horse,0.054091302,red-c,21004512,3539695,246966,0.010164364,horse,1230680,1775912,154285,0.054091302,torso,7669375,1102352,378619,0.045110703,fabric,8548746,835086,158198,0.017147656,pasture-s,852992,560749,15633,0.01118154,wrinkled,1555456,354024,82737,0.045292085
39,object,person,0.016973728,green-c,63326720,3014642,312229,0.004728655,person,14523849,1743977,271517,0.016973728,hand,398768,883020,20090,0.015922986,skin,177664,630753,5222,0.006501534,catwalk-s,137984,633650,12272,0.016160935,flecked,1580544,221772,11422,0.00637782
40,object,cat,0.36422233,brown-c,182265724,3788544,1050276,0.005677045,cat,4163987,3170341,1958131,0.36422233,head,4946761,3037542,820484,0.114531649,fur,103280,835482,20544,0.022373772,hunting_lodge-indoor-s,125440,178257,3878,0.01293447,striped,2433536,63570,15351,0.006185542
41,object,car,0.075067945,black-c,139916835,3399219,919345,0.006456224,car,5354795,2235676,530014,0.075067945,wheel,1513439,1151319,63209,0.024296679,leather,470954,648097,10566,0.009531929,viaduct-s,175616,1046745,31411,0.026374743,,24924928,168081,128268,0.005137966
42,texture,stratified,0.045934243,pink-c,18491188,3472455,345680,0.015990406,sand,921203,2219560,119675,0.039613212,pot,422616,439099,24330,0.029054736,food,1104928,463909,15549,0.010010378,beach-s,990976,1414145,57849,0.024645205,stratified,1568000,643720,97132,0.045934243
43,scene,creek-s,0.094651039,green-c,63326720,3592004,607665,0.009163856,rock,1936429,2328211,148222,0.036007519,wheel,1513439,579090,53306,0.026140349,food,1104928,250238,16814,0.012563212,creek-s,577024,1141912,148631,0.094651039,stratified,1568000,995602,107133,0.0436126
44,scene,dolmen-s,0.049146295,green-c,63326720,3621360,420313,0.006317858,bird,1030707,2318846,130212,0.040446787,roof,443437,958222,31762,0.023185685,food,1104928,519509,30253,0.018977107,dolmen-s,163072,888587,49264,0.049146295,pitted,1831424,682393,53263,0.021646751
45,scene,shoe_shop-s,0.094607483,black-c,139916835,3413617,826529,0.005800044,horse,1230680,1572861,67294,0.02459354,leg,2786636,799444,75209,0.02142175,leather,470954,768784,27987,0.023096329,shoe_shop-s,577024,634967,104753,0.094607483,studded,1593088,646483,96541,0.045048833
46,object,bed,0.136798749,red-c,21004512,3764463,281465,0.011494227,bed,5899566,1577497,899766,0.136798749,seat cushion,340448,785287,44785,0.041431149,fabric,8548746,1429649,505711,0.053386242,bedroom-s,19167232,1403028,933589,0.04754314,paisley,1555456,6781,1016,0.000650773
47,object,sheep,0.043393745,grey-c,159331282,3449305,758773,0.004683153,sheep,811669,2196359,125101,0.043393745,roof,443437,850567,47556,0.038153216,food,1104928,546722,36825,0.022804329,cottage-s,125440,1160279,21259,0.016812711,potholed,1580544,277609,22801,0.01242323
48,scene,art_gallery-s,0.026951116,blue-c,61494563,3456454,408117,0.00632319,refrigerator,420087,1314796,24783,0.014492135,wing,323329,485576,6876,0.008573256,metal,3462561,947680,43485,0.009958193,art_gallery-s,953344,821055,46567,0.026951116,gauzy,1630720,199348,20617,0.011394064
49,part,wheel,0.049404609,green-c,63326720,3503153,359368,0.005406428,bicycle,1152271,2041970,123108,0.040085532,wheel,1513439,833482,110490,0.049404609,fabric,8548746,595743,86871,0.009590932,nursery-s,827904,952275,51899,0.030029278,braided,1568000,459565,72686,0.037181841
50,scene,casino-indoor-s,0.052664637,black-c,139916835,3649815,1064662,0.007471208,tvmonitor,1019561,1959699,98278,0.034112674,screen,677188,1022241,70531,0.043299826,glass,2246777,1107645,66563,0.02024509,casino-indoor-s,652288,1025351,83932,0.052664637,,24924928,156187,138754,0.005562986
51,object,dog,0.062989363,black-c,139916835,3574627,758172,0.005311809,dog,3793935,2446765,369804,0.062989363,torso,7669375,1739835,495753,0.055618488,fur,103280,649439,17577,0.023909666,pasture-s,852992,549576,23622,0.017130475,scaly,1568000,307387,50914,0.027906141
52,part,leg,0.030592315,black-c,139916835,3593465,708547,0.004961753,chair,4633108,1869768,107561,0.016818718,leg,2786636,1051533,113933,0.030592315,metal,3462561,861421,35593,0.008299853,gymnasium-indoor-s,326144,521137,21644,0.02621491,waffled,1555456,266081,15892,0.008801287
53,object,dog,0.026447163,brown-c,182265724,3298667,841979,0.004558077,dog,3793935,1973648,148606,0.026447163,torso,7669375,1103739,138833,0.016079277,fur,103280,738846,5735,0.006856841,poolroom-home-s,1317120,836904,31414,0.014799704,,24924928,134145,112120,0.004494336
54,object,dog,0.073504342,black-c,139916835,3623081,783821,0.005490631,dog,3793935,2459260,428165,0.073504342,muzzle,666221,1657535,113379,0.051293965,food,1104928,717999,21411,0.01188499,tower-s,489216,703598,42312,0.03677699,waffled,1555456,174427,14542,0.008477615
55,object,pool table,0.126759514,yellow-c,34166024,3622503,254222,0.006773057,pool table,435101,1970330,270609,0.126759514,body,1291612,987948,30209,0.013430096,food,1104928,909921,37158,0.018788577,poolroom-home-s,1317120,1163989,253803,0.113950665,bubbly,1517824,192245,37306,0.022302024
56,object,bird,0.035164412,black-c,139916835,3466047,737284,0.005168642,bird,1030707,1954143,101395,0.035164412,torso,7669375,1042958,222377,0.026192951,fabric,8548746,668550,68653,0.007504173,arch-s,175616,741214,19655,0.021907655,potholed,1580544,291707,31213,0.016954023
57,scene,bakery-shop-s,0.070174885,pink-c,18491188,3651851,181994,0.008287128,sheep,811669,1561610,92798,0.040692293,torso,7669375,940641,205555,0.024457844,food,1104928,1376568,143725,0.061479503,bakery-shop-s,715008,608107,86761,0.070174885,porous,1856512,251506,29590,0.014236721
58,scene,lighthouse-s,0.053341946,pink-c,18491188,3560139,135495,0.006182517,person,14523849,1961753,230732,0.014194638,hand,398768,914947,33890,0.026480183,metal,3462561,806076,42324,0.010014403,lighthouse-s,589568,897537,75308,0.053341946,pleated,1505280,236943,11323,0.006541684
59,object,grass,0.081291455,green-c,63326720,3653201,1492702,0.022793791,grass,12961339,3201810,1215145,0.081291455,muzzle,666221,1140001,44101,0.025027226,fur,103280,353649,8200,0.018273836,fairway-s,288512,1576331,70495,0.039287251,,24924928,340272,318023,0.012747855
60,texture,crystalline,0.074913757,yellow-c,34166024,3617262,255623,0.006811589,bottle,940208,1164825,51008,0.024833193,body,1291612,467315,47478,0.027741405,food,1104928,951665,38531,0.01909307,jacuzzi-indoor-s,526848,520792,37988,0.037624845,crystalline,1530368,636154,150991,0.074913757
61,texture,waffled,0.052225636,orange-c,30348501,3579804,215357,0.006387961,dog,3793935,1653878,165031,0.031239411,muzzle,666221,1070618,57993,0.034543371,fabric,8548746,597677,38711,0.004250354,movie_theater-indoor-s,238336,570854,15159,0.019091194,waffled,1555456,853925,119586,0.052225636
62,scene,bakery-shop-s,0.073654613,yellow-c,34166024,3667511,274521,0.007309058,case,608750,1466853,75744,0.03787467,top,381885,359862,6395,0.008696515,food,1104928,1523532,63252,0.02465765,bakery-shop-s,715008,860097,108055,0.073654613,potholed,1580544,229484,19270,0.010760806
63,object,cat,0.074075191,black-c,139916835,3579011,707087,0.004951979,cat,4163987,1960959,422416,0.074075191,torso,7669375,1584806,435024,0.049327164,food,1104928,894304,47457,0.02431479,podium-indoor-s,150528,272547,3338,0.007952599,matted,1593088,408579,56297,0.028938968
64,object,bus,0.063677556,yellow-c,34166024,3519656,199025,0.005309223,bus,1628191,1929369,212975,0.063677556,ear,784263,1103866,56377,0.030777638,ceramic,679072,957676,25593,0.015884878,auto_showroom-s,301056,680119,13652,0.014110259,bubbly,1517824,93146,10982,0.006863801
65,part,drawer,0.027585936,black-c,139916835,3543618,772493,0.005413863,dog,3793935,1799174,108492,0.019781144,drawer,540514,951251,40047,0.027585936,glass,2246777,739706,24688,0.008335486,control_tower-outdoor-s,275968,787465,13832,0.013178341,interlaced,1630720,457651,30666,0.014903011
66,scene,savanna-s,0.079151423,green-c,63326720,3617780,703926,0.01062681,grass,12961339,2876543,769703,0.051081355,wing,323329,1875969,57105,0.026657262,food,1104928,214762,7878,0.006005434,savanna-s,137984,484395,45649,0.079151423,matted,1593088,550927,72014,0.034755775
67,scene,bookstore-s,0.084626574,orange-c,30348501,3705481,258987,0.007663472,book,615007,2042292,194203,0.07884508,footboard,366693,365063,5671,0.00781038,food,1104928,1030508,51318,0.024623366,bookstore-s,401408,1301690,132882,0.084626574,bumpy,2082304,312474,33799,0.014315672
68,object,shelf,0.071700702,brown-c,182265724,3621958,1093945,0.005919816,shelf,1919975,1980798,260976,0.071700702,drawer,540514,512801,36259,0.035650938,food,1104928,936117,12540,0.006181893,shoe_shop-s,577024,1372511,127928,0.070228101,,24924928,212269,197836,0.007932681
69,object,truck,0.025462749,red-c,21004512,3617363,221266,0.009068052,truck,316060,1822238,53095,0.025462749,head,4946761,819111,72348,0.012707069,metal,3462561,980434,102501,0.023615054,weighbridge-s,263424,893937,20598,0.018119872,,24924928,204372,158123,0.006332221
70,object,horse,0.083179534,orange-c,30348501,3686922,597939,0.017882296,horse,1230680,1721424,226698,0.083179534,torso,7669375,1152609,272455,0.031867837,food,1104928,1170806,56338,0.025384384,market-indoor-s,137984,490313,9376,0.015148945,freckled,1555456,188468,18163,0.010524632
71,texture,spiralled,0.038330026,black-c,139916835,3707782,756264,0.005293433,dog,3793935,1460968,190402,0.037595412,torso,7669375,783147,193118,0.02338159,metal,3462561,875672,69782,0.016348319,amusement_park-s,564480,457089,29682,0.02992478,spiralled,1605632,444723,75689,0.038330026
72,part,body,0.037615487,white-c,72511065,3494022,479562,0.006349668,airplane,1293178,2098267,75068,0.022635545,body,1291612,841796,77340,0.037615487,paper,471596,715863,35541,0.030853759,skyscraper-s,4402944,1034780,118892,0.022353028,freckled,1555456,219102,19264,0.0109748
73,part,coach,0.024327789,black-c,139916835,3489968,996840,0.006999791,track,493725,1889083,41169,0.017581275,coach,689166,757318,34354,0.024327789,metal,3462561,940320,39934,0.009152988,kitchen-s,9006592,1044272,133578,0.013469209,,24924928,200924,153367,0.006141439
74,texture,bubbly,0.02267028,yellow-c,34166024,3565587,408273,0.010938813,plaything,385803,1505561,32943,0.017726339,hand,398768,787771,15910,0.013590984,food,1104928,1149412,39781,0.017963396,corridor-s,1530368,685523,36225,0.016619519,bubbly,1517824,203146,38150,0.02267028
75,scene,corridor-s,0.024994554,white-c,72511065,3559812,453061,0.005991458,ceiling,12122565,2293369,319946,0.022697664,column,193649,721391,12314,0.013640905,glass,2246777,600026,24789,0.008784152,corridor-s,1530368,1457363,72856,0.024994554,,24924928,232008,220300,0.008834391
76,object,horse,0.028649651,orange-c,30348501,3586818,277408,0.008241985,horse,1230680,1408404,73503,0.028649651,back pillow,282308,591949,16889,0.019698659,leather,470954,1029100,27887,0.018942824,living_room-s,9621248,650869,122717,0.01209106,freckled,1555456,355756,38635,0.020631995
77,texture,cobwebbed,0.304397516,green-c,63326720,3502045,389467,0.005861998,bird,1030707,1303888,87461,0.038921132,wing,323329,502226,14980,0.018480708,painted,13470129,440500,58857,0.004249059,corridor-s,1530368,631843,32820,0.015412857,cobwebbed,1505280,1297822,654139,0.304397516
78,object,chair,0.044680714,red-c,21004512,3729654,287042,0.01174134,chair,4633108,1766371,273704,0.044680714,back,593570,638137,28450,0.023644159,fabric,8548746,1385686,63906,0.006474427,classroom-s,639744,1235226,77344,0.043025635,,24924928,176708,173805,0.006972327
79,scene,laundromat-s,0.028392274,black-c,139916835,3622547,950417,0.006665432,airplane,1293178,1620906,73415,0.025844264,body,1291612,927984,51893,0.023939165,metal,3462561,894300,69603,0.016234852,laundromat-s,363776,518093,24347,0.028392274,spiralled,1605632,315191,51525,0.027563823
80,texture,waffled,0.199876314,orange-c,30348501,3718024,544723,0.016249813,stove,359571,684521,47721,0.04789481,button panel,31244,311932,5193,0.015364678,food,1104928,1898203,155447,0.054587166,bakery-shop-s,715008,390610,24205,0.022382753,waffled,1555456,468175,337098,0.199876314
81,material,wood,0.023428658,orange-c,30348501,3394006,399148,0.01197084,table,4805122,1247378,110529,0.018601403,pot,422616,741699,19860,0.017353238,wood,9793596,1348830,255076,0.023428658,bowling_alley-s,301056,271336,3917,0.006890365,sprinkled,1718528,399610,43668,0.021050196
82,scene,control_tower-outdoor-s,0.026474576,red-c,21004512,3541635,131055,0.005367786,stove,359571,2064372,37562,0.015740152,leg,2786636,856779,64671,0.018070865,fabric,8548746,811908,78795,0.00848914,control_tower-outdoor-s,275968,1091446,35268,0.026474576,gauzy,1630720,296714,14361,0.007506771
83,object,water,0.142352375,green-c,63326720,3804612,453135,0.00679585,water,5662399,2803306,1054940,0.142352375,wing,323329,704436,8075,0.007919073,granite,1315719,464873,25002,0.014241366,lake-natural-s,551936,1276881,60956,0.034480086,smeared,1869056,281324,24692,0.011616004
84,object,cow,0.04837533,black-c,139916835,3549383,741403,0.005194633,cow,780135,2170141,136135,0.04837533,torso,7669375,1520075,300294,0.03378206,metal,3462561,630053,23686,0.005821189,landing_deck-s,338688,472445,13625,0.017084468,crystalline,1530368,404592,35062,0.018454675
85,object,table,0.020181387,orange-c,30348501,3586954,263305,0.007819667,table,4805122,1428324,123311,0.020181387,top,381885,526776,15755,0.017644634,carpet,4405463,1480548,88170,0.015207385,laundromat-s,363776,971708,24131,0.018401605,,24924928,101496,85620,0.003432929
86,part,headboard,0.036799967,yellow-c,34166024,3559688,346694,0.009275097,painting,2207098,1562915,83851,0.022747508,headboard,500152,919420,50386,0.036799967,painted,13470129,1238652,143126,0.009826266,dining_room-s,5694976,1338597,192951,0.028206646,,24924928,13081,12883,0.000516868
87,object,sea,0.134779334,blue-c,61494563,3729858,1377062,0.021568034,sea,2272224,3373731,670578,0.134779334,muzzle,666221,891378,36446,0.023959457,fur,103280,183506,1821,0.006390258,coast-s,1103872,1279055,206686,0.094973856,,24924928,381407,339423,0.013594913
88,scene,mountain_snowy-s,0.110755436,green-c,63326720,3688433,1000365,0.01515365,mountain,5469345,3311201,581180,0.07088109,torso,7669375,1358570,383437,0.044356139,fur,103280,97450,3642,0.018479055,mountain_snowy-s,1793792,1442976,322744,0.110755436,matted,1593088,433248,58981,0.029979846
89,object,building,0.048269872,blue-c,61494563,3684524,692022,0.010731175,building,35246027,3205665,1770592,0.048269872,balcony,317196,1097991,33699,0.024393263,brick,422313,121615,1762,0.003249927,apartment_building-outdoor-s,928256,2059770,108356,0.037627923,,24924928,178044,125728,0.005033702
90,scene,corridor-s,0.024370553,black-c,139916835,3614861,772971,0.005414527,horse,1230680,2428817,81291,0.022718368,leg,2786636,1382163,94205,0.023120095,glass,2246777,737904,17392,0.005861242,corridor-s,1530368,979430,59710,0.024370553,,24924928,151280,123941,0.004967124
91,object,bus,0.045615495,red-c,21004512,3573068,215382,0.008840828,bus,1628191,2354480,173746,0.045615495,hand,398768,942204,18742,0.014174538,paper,471596,604348,9871,0.009259216,casino-indoor-s,652288,1101960,52905,0.031096022,,24924928,258493,174047,0.006959271
92,object,sheep,0.065156963,pink-c,18491188,3595306,236029,0.010802013,sheep,811669,2055365,175380,0.065156963,torso,7669375,1776892,376350,0.041494316,skin,177664,881474,6422,0.006100411,water_tower-s,275968,278998,13861,0.0256161,freckled,1555456,211202,32668,0.018839786
93,part,drawer,0.037910479,orange-c,30348501,3537339,239426,0.007115944,cabinet,5324231,1520276,204457,0.030791485,drawer,540514,978660,55489,0.037910479,glass,2246777,1390363,39143,0.010879109,home_theater-s,313600,1056618,33164,0.024803785,matted,1593088,58625,12423,0.007578281
94,object,sheep,0.055588199,grey-c,159331282,3629189,854454,0.005270958,sheep,811669,1719622,133300,0.055588199,body,1291612,1219792,79001,0.032478582,ceramic,679072,834655,19809,0.013259764,bathroom-s,9257472,609455,241591,0.025099487,matted,1593088,297584,59951,0.032747207
95,object,person,0.055696007,pink-c,18491188,3624343,271960,0.012450345,person,14523849,1774347,859854,0.055696007,hair,1159565,1385431,88148,0.035878491,skin,177664,985217,14543,0.01266439,carrousel-s,200704,440136,21523,0.0347528,freckled,1555456,223697,46364,0.026756864
96,scene,shoe_shop-s,0.039874846,grey-c,159331282,3441209,818659,0.005054891,bird,1030707,2308111,68639,0.020989371,wing,323329,751055,20629,0.019576657,tile,3959469,562669,14260,0.003163351,shoe_shop-s,577024,1204370,68309,0.039874846,,24924928,187599,148831,0.005961898
97,part,body,0.055437733,black-c,139916835,3522068,909777,0.006383095,bottle,940208,1763494,138047,0.053805753,body,1291612,1060317,123537,0.055437733,ceramic,679072,1063692,20226,0.011741976,liquor_store-indoor-s,125440,628155,12674,0.017105737,potholed,1580544,219753,39838,0.022629326
98,scene,mosque-outdoor-s,0.050796992,orange-c,30348501,3633394,176368,0.005217135,bottle,940208,1956489,49068,0.017231177,body,1291612,967441,42266,0.019066333,leather,470954,915704,7485,0.005427165,mosque-outdoor-s,225792,879534,53433,0.050796992,striped,2433536,225060,25234,0.009582427
99,part,torso,0.047034472,black-c,139916835,3547994,1258968,0.008853137,person,14523849,1804254,577047,0.036635448,torso,7669375,1110008,394384,0.047034472,fabric,8548746,785259,132999,0.014454832,water_tower-s,275968,512084,29293,0.038606461,potholed,1580544,239534,22035,0.012254991
100,object,cow,0.028187577,black-c,139916835,3571604,1049863,0.007370637,cow,780135,2049466,77573,0.028187577,torso,7669375,1035979,196568,0.023101768,leather,470954,688277,25958,0.022905337,hayfield-s,200704,784420,16562,0.017099576,scaly,1568000,404540,51970,0.027059675
